ref,organisation,category,id,link,version,title,subtitle,description,body,created,updated,access,state,keywords,supersedes,superseded
ST894,Health Level Seven (HL7),Supplementary Resource,"ANSI/HL7 V3 RIM, R7-2016 (R2021)",https://www.hl7.org/documentcenter/public/standards/V3/RIM/C30247/rim0247c-R2021.zip,7,"HL7 Version 3 Standard: Reference Information Model, Release 7",,The HL7 Reference Information Model (RIM) is a critical component of the HL7 V3 family of standards. It is the root of all information models and structures developed as part of the V3 development process.,"The HL7 Reference Information Model (RIM) is a critical component of the HL7 V3 family of standards. It is the root of all information models and structures developed as part of the V3 development process. It establishes an information modelling foundation that is relatively stable, able to support the representation of all concepts in the HL7 domain of interest, and is technology-neutral in order to allow implementation in a variety of environments as the users technology evolves.
Main sections:
· Archive of complete current RIM and change-elements for all prior RIM versions
· Composite ZIP file
· Definitive current RIM and vocabulary
· Differences from previous RIM
· Graphic expressions
· XMI expression
· Notes
· Readme
· Enterprise Architect tool
· XML files",Jul-16,Dec-21,Open,Active,"HL7
Supplementary resource
RIM
Information model
Modelling",,
ST819,Health Level Seven (HL7),Specification,,https://www.hl7.org/documentcenter/public/standards/v24/P03_implementation_suggestion.doc,,HL7 Version 2.4 Specification Technical Correction: P03 Updates,,"The Patient Administration and Financial Management (PAFM) Committee discovered an issue with the Version 2.4 additions to the P03 message. In this technical correction, the PAFM Committee recommends that the FT1 specific DG1, DRG, GT1, and IN1 segment update construct not be implemented in version 2.4.","The Patient Administration and Financial Management (PAFM) Committee discovered an issue with the Version 2.4 additions to the P03 message. In this technical correction, the PAFM Committee recommends that the FT1 specific DG1, DRG, GT1, and IN1 segment update construct not be implemented in version 2.4. The PAFM Committee will resolve this issue in the next 2.x release.",Jun-01,,Open,Active,"HL7 (Health Level 7)
Supplementary resource
Specification
Errata
Developer resource
Secure messaging",,
ST818,Health Level Seven (HL7),Specification,,https://www.hl7.org/documentcenter/public/standards/v24/P03_implement_new_trigger.doc,,HL7 Version 2.4 Specification Technical Correction: P03 and P11 Trigger Events,,The Patient Administration and Financial Management Committee discovered an issue with the Version 2.4 additions to the P03 message. It provided recommendations to correct the issue in HL7 Version 2.4 Specification Technical Correction: P03 Updates. This technical correction expands that recommendation by providing a more complete technical correction.,"The Patient Administration and Financial Management Committee discovered an issue with the Version 2.4 additions to the P03 message. It provided recommendations to correct the issue in HL7 Version 2.4 Specification Technical Correction: P03 Updates. This technical correction expands that recommendation by providing a more complete technical correction. The corrections will be included in Version 2.5, which will likely be published in 2002.",Nov-01,,Open,Active,"HL7 (Health Level 7)
Supplementary resource
Specification
Errata
Developer resource
Secure messaging",,
ST808,Health Level Seven (HL7),Supplementary Resource,V2_QUAL_CRIT_R1_INFORM_2022NOV,https://www.hl7.org/documentcenter/public/standards/V2_QUAL_CRIT_R1_INFORM_2022NOV.pdf,1,"HL7 V2 Implementation Guide Quality Criteria, Release 1",,This document defines clear quality criteria for HL7 Version 2 implementation guides.,"This document defines clear quality criteria for HL7 Version 2 implementation guides. These criteria are applied by the implementation guide authors and the appropriate HL7 committees as the implementation guides move through the standardisation and publication processes. This document identifies quality criteria for use cases, technical requirements, conformance constraints, message example validity, and implementation guide format.
Main sections:
· Overview
· Need
· Explanation of quality criteria
· Document metadata
· Context and use cases
· Technical requirements – General
· Technical requirements – Messages
· Technical requirements – Segments
· Technical requirements – Fields
· Technical requirements – Data types
· Technical requirements – Value sets
· Technical requirements – Examples",Nov-22,,Open,Active,"HL7
Supplementary resource
Quality
Implementation guide
Quality criteria",,
ST1011,Health Level Seven (HL7),,,https://www.hl7.org/documentcenter/public/standards/V2/Sun_HL7v2xsd.zip,2,v2.xml XML Schemas for HL7 Version 2.5 and earlier,,These files are XML Schemas for HL7 Version 2.5 and earlier. The package includes the SQL statements used to generate the schemas.,"These files are XML Schemas for HL7 Version 2.5 and earlier. They are provided for convenience, as the XML schema is a compact and specific way to describe the XML representation. However, the schema itself is not a normative part of this specification.
The schemas were generated from the Access database form of the HL7 V2 metadata using a Java program to implement HL7 Version 2.XML Encoding Syntax Rules. The SQL statements used to query the metadata are included in this package.
Main sections:
· HL7 v2.1
· HL7 v2.2
· HL7 v2.3
· HL7 v2.3.1
· HL7 v2.4
· HL7 v2.5
· HL7 v2.5.1",Jul-08,,Open,Active,"HL7
Supplementary resource
Developer resource
XML
Schema",,
ST771,Health Level Seven (HL7),Informative Document,HL7_XPARADIGM_NEGATION_R1_INFORM_2022APR,https://www.hl7.org/documentcenter/public/standards/HL7_XPARADIGM_NEGATION_R1_INFORM_2022APR.pdf,1,"HL7 Cross-Paradigm Specification: Representing Negatives, Release 1",,"This supplementary resource surveys requirements and extant patterns in data specifications for representing negatives, and analyses the relative strengths and challenges of these patterns in different use cases. It aims to identify best practices for specification design and to provide guidance on transforming information among existing specifications.","The variety of patterns used in data specifications to represent absence makes transforming data between specifications difficult. This supplementary resource surveys requirements and extant patterns for representing negatives, and analyses the relative strengths and challenges of these patterns in different use cases. It aims to identify best practices for specification design and to provide guidance on transforming information among existing specifications.
Main sections:
· Underlying challenges
· Implications for information design
· Objective
· Methods
· Analysis
· Conclusions",Apr-22,,Open,Active,"HL7 (Health Level 7)
Supplementary resource
Clinical documents
Absence
Negative
Negation",,
ST842,Health Level Seven (HL7),Informative Document,V3DAM_LABORD_DSTU_R1_2013DEC,https://www.hl7.org/documentcenter/public/standards/dstu/V3DAM_LABORD_DSTU_R1_2013DEC.pdf,1,"HL7 Version 3 Domain Analysis Model: Laboratory Orders, Release 1 Draft Standard for Trial Use",,This document describes the domain analysis model to support electronic healthcare service requests between an ordering provider and a testing laboratory.,"This document describes the domain analysis model to support a conceptual model for electronic healthcare service requests between an ordering provider and a testing laboratory. It contains the necessary definitions, descriptions, graphics, and artefacts relevant to these requests. In this document, laboratory testing refers to the collection, processing, and analysis of specimens.
Main sections:
· Business model conceptual artefacts
· Information model conceptual artefacts
· Solution specification
· Computational services",Dec-13,,Open,Trial,"HL7
Supplementary resource
Data exchange
Laboratory
Pathology
Domain analysis model
Laboratory testing
Specimen",,
ST855,Health Level Seven (HL7),Standard,"ANSI HL7 V3 BTO DONATION, R1",https://www.hl7.org/documentcenter/public/standards/dstu/V3_BTO_DONATION_DSTU_R1_2013JUL.zip,1,"HL7 Version 3 Standard: Blood, Tissue, Organ; Donation, Release 1",Draft standard for trial use,"This HL7 Version 3 standard: blood, tissue, organ; donation standard, Release 1 supports electronic interoperability activities related to the registration, screening for eligibility, donation and collection of blood from humans.","This HL7 Version 3 standard: blood, tissue, organ; donation standard, Release 1 supports electronic interoperability activities related to the registration, screening for eligibility, donation and collection of blood from humans. The standard is a messaging specification intended to standardise the electronic transmission of information between system application components in a blood bank setting. The blood, tissue and organ domain comprises the models, messages and other artefacts that are needed to support messaging related to the process of blood, tissue and organ banking operations such as donations, eligibility, storage, dispense, administration/transfusion, explanation and implantation, but this release pertains only to blood donation. 
Main sections:
· Overview
· Blood donation topic
· Quality analysis report topic
· CMETs used by this domain
· Interactions annex",Apr-13,Jul-13,Open,Trial,"HL7
ANSI HL7 V3 BTO DONATION, R1
Standard
Data exchange
Electronic messaging
Blood collection and donation
Blood bank data
Medical products of human origin",,
ST807,Health Level Seven (HL7),Standard,HL7IG_CDS_KNART_R1_DSTU1.3_2015JUL,https://www.hl7.org/documentcenter/public/standards/dstu/HL7IG_CDS_KNART_R1_DSTU1.3_2015JUL.zip,1.3,"HL7 Standard: Clinical Decision Support Knowledge Artifact Specification, Release 1.3",,This standard supports the development of clinical decision support (CDS) knowledge artefacts.,"This standard supports the development of clinical decision support (CDS) knowledge artefacts. The approach is designed to be flexible and reusable, and to provide a baseline for CDS vendors and CDS knowledge artefact implementers. 
The specification defined in this document is based on a harmonisation of existing standards and specifications as the primary mechanism for structuring knowledge artefacts. It focuses not only on structure but also on semantics through the use of standard terminologies, value sets and taxonomies.
This standard serves as a companion document for the CDS Knowledge Artifact schema, and includes additional background, contextual information, and detailed documentation and guidance to support schema implementation.
Main sections:
· CDS knowledge artefact types
· CDS knowledge artefact components
· Schema references
· Referenced documents
· HeD Schema Framework
· Examples
· Schema
· Supplementary files",Jul-15,,Open,Trial,"HL7
Standard
Developer resource
Clinical decision support
Terminology
Knowledge artefacts
Schema",,
ST595,Health Level Seven (HL7),Specification,,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_vMR_XML_Specification_Release_1_DSTU_Specification.zip,1,HL7 Virtual Medical Record for Clinical Decision Support (vMR-CDS) XML Specification v1,,This document presents a high-level overview of the vMR clinical decision support model and provides guidance on implementing the vMR model in an XML format.,"A Virtual Medical Record (vMR) for Clinical Decision Support (CDS) is a data model for representing the output of CDS engines. The vMR XML specification provides guidance on how to implement the semantics of the vMR logical model in an XML format.
This specification provides a high-level overview of the vMR XML schema’s key components.
Main sections:
· Executive summary
· XML specification for VMR
· Conformance statement
· Overview
· Namespaces, schema dependencies, and design approaches
· Quick guide to the diagrams
· datatypes.xsd
· vmr.xsd
· VMR root type
· cdsInput.xsd
· cdsInputSpecification.xsd
· cdsOutput.xsd
· cdsOutputSpecification.xsd
· Examples",Mar-14,,Open,Trial,"HL7
Specification
Clinical decision support
vMR
XML",,
ST890,Health Level Seven (HL7),Specification,"HL7 V3 XMLITSSTR1.1, R1",https://www.hl7.org/documentcenter/public/standards/dstu/HL7_V3_XMLITSSTR1.1_DSTUR1_2012SEP.zip,1.1,"HL7 Version 3 Standard: XML Implementable Technology Specification – V3 Structures 1.1, Release 1",,This document describes how HL7 V3 compliant messages can be expressed using XML. It presents an Implementable Technology Specification (ITS) for the encoding rules for HL7 Version 3 messages based on the Extensible Markup Language XML.,"This document describes how HL7 V3 compliant messages can be expressed using XML. It presents an Implementable Technology Specification (ITS) for the encoding rules for HL7 Version 3 messages based on the Extensible Markup Language XML. This document represents the method that is recommended by HL7, describing the underlying rules and principles. The corresponding data type descriptions necessary for this specification are described in the Data Types XML ITS.
This document covers ISO levels 5 and 6. Those familiar with HL7 V2 might call these the ""XML encoding rules"" for HL7 Version 3 messages.
It is a prerequisite that readers have a general knowledge of XML technology, and it is assumed that readers are familiar with HL7 version 3 terminology - especially those related to message definition.
Main sections:
· Introduction and scope
· Overview
· XML structures derived from an HMD
· Use of XML namespaces
· Determination of the XML representation
· Informal extensions
· Backwards and forwards compatibility
· The use of schema processors
· Appendix A: Example instance for an interaction",Jul-12,,Open,Trial,"HL7
Specification
Developer resource
Messaging
XML
Schema
V3 messages
ITS",,
ST803,Health Level Seven (HL7),Standard,HL7_SFM_CONSMGMT_R1_STU_2021JU,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_SFM_CONSMGMT_R1_STU_2021JUL.pdf,1,"HL7 Services Functional Model: Consent Management Service, Release 1",HL7 Standard for Trial Use (STU),"This document introduces a service functional model to standardise the development of interoperable tools that discover, manage and enforce patient consent.","HL7 Services functional model: consent management service introduces a service functional model to standardise the development of interoperable tools that discover, manage and enforce patient consent. The consent management service provides the utility functions around managing consent statements, which includes functions such as view and edit service interfaces, and the ability to control access and exposure to consent statements. The document provides the key models and concepts that can be used to develop and implement platform-specific services. 
Main sections:
· Introduction and need
· Core concepts
· Functional service models
· Consent and electronic signatures
· Understanding the consent process
· Entities involved in a consent decision
· Platform independent representations
· Supporting types
· Consent core data structures
· The consent record
· The consent decision and override
· The consent request
· Service definitions
· Appendix a: Platform specific models
· Appendix B: Extended definitions
· Appendix C: Leap samples
· Appendix D: OpenAPI for CES
· Appendix E: Example policies and reference legal landscape",Jul-21,,Open,Trial,"HL7
HL7_SFM_CONSMGMT_R1_STU_2021JUL
Standard
Clinical document architecture
Clinical documents
Domain analysis model
Consent management service
Patient consent
Functional model",,
ST801,Health Level Seven (HL7),Standard,HL7_SFM_CCS_R1_STU_2017APR,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_SFM_CCS_R1_STU_2017APR.pdf,1,"HL7 Service Functional Model: Coordination of Care Service (CCS), STU Release 1",,This specification defines the functions or capabilities required for effective coordination of care systems.,"This specification defines the functions or capabilities required for effective coordination-of-care systems. The document includes artefacts identifying functions or capabilities to support dynamic, evolving and ongoing clinical care and the coordination of care. The functional model describes the ‘what’ but not the ‘how’ of coordination of care. It includes illustrative story boards and illustrative models of care team collaboration.
Main sections:
· Preface
· Readers guide
· Executive summary
· Business story boards
· Care team interaction illustrations
· Service Functional Model
· Profile grouping
· Appendix A: Relevant standards
· Appendix B: Relationship to information content",Apr-17,,Open,Trial,"HL7
HL7_SFM_CCS_R1_STU_2017APR
Standard
Patient care
Care planning
Clinical decision support
Care teams
Clinical care
Service functional model
CCS",,
ST798,Health Level Seven (HL7),Standard,HL7_MODEL_XFORM_R1_STU_2021FEB,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_MODEL_XFORM_R1_STU_2021FEB.pdf,1,"HL7 Model-based Transformation Service, Release 1",HL7 standard for trial use,This functional model provides a standardised interface for transformation of data from a source into the appropriate target.,"The purpose of this functional model is to provide a standardised interface for the transformation of an input source reference into the appropriate target reference derived from another model. The MBTS takes a particular architectural approach to a transformation service with the goal of describing requirements for a robust service for potential users. This service functional specification provides a standardised set of interfaces, input, output and other functions to transform data from a source into an output target. Because the model provides the functional requirements, implementers may choose various implementation of transformation engines and interface connections as they see fit.
Main sections:
· Service overview and business case
· Executive summary
· Business scenarios
· Assumptions and dependencies
· Detailed functional model for each interface
· Profiles
· The Services Framework Functional Model",Feb-21,,Open,Trial,"HL7
HL7_MODEL_XFORM_R1_STU_2021FEB
Standard
Data exchange
CDA
Clinical document architecture
Electronic health records
Medical records
Clinical documents
Data transformation
MBTS",,
ST175,Health Level Seven (HL7),Implementation Guide,HL7_DSS_IG _R1_STU1.2_2018APR,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_IG_CDS_GUIDE_R1_STU1.2_2018APR.zip,1.2,HL7 Implementation Guide: Decision Support Service STU 1.2,,This guide defines a decision support service (DSS) implementation approach that combines the HL7 DSS standard with other standards to facilitate implementation of a clinical decision support (CDS) system.,"This guide defines a decision support service (DSS) implementation approach that combines the HL7 DSS standard with other standards to facilitate implementation of a clinical decision support (CDS) system. Effective CDS systems bring together biomedical knowledge, person-specific data and a processing mechanism to generate and present information to practitioners, staff, patients and others at appropriate times.
The CDS standard uses the HL7 DDS standard, the HL7 Virtual Medical Record standard and the Simple Object Access Protocol (SOAP) and Representational State Transfer (REST) transport standards for web services.
The standards in this document were driven by United States requirements, but are expected to be useful and viable in other jurisdictions.
Main sections:
- Introduction
- Implementation approach
- Pre-conditions
- Implementation resources
- Service interaction framework
- Content payload definition
- Clinical data representation
- Specification of knowledge module meta-data
- Example implementation
- Appendices",,Apr-25,Open,Trial,"HL7
Implementation guide
FHIR
Fast Healthcare Interoperability Resources
Clinical decision support
Decision support service
DSS
HL7_DSS_IG _R1_STU1.2_2018APR",,
ST766,Health Level Seven (HL7),Standard,HL7_HSRA_E1_STU_2023SEP,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_HSRA_E1_STU_2023SEP.pdf,1,"HL7 Cross Paradigm Specification: Health Services Reference Architecture (HSRA), Edition 1",,The Health Services Reference Architecture (HSRA) aims to support the design of medium/large-scale eHealth architectures based on HL7 services and standards.,"The Health Services Reference Architecture (HSRA) aims to support the design of medium/large-scale eHealth architectures based on HL7 services and standards. The HSRA supports the architectural design process at the enterprise level with a map of building blocks and solution patterns based on existing HL7 standards. It is primarily aimed at architects and chief information officers that need to focus, design, plan and evaluate enterprise-wide solutions.
Main sections:
· Health services reference architecture: overview
· Strategic context
· Resource data models
· Service inventory
· Architectural patterns catalogue (informative)
· Related standards and projects",Sep-23,,Open,Trial,"HL7 (Health Level 7)
Standard
Clinical document architecture
Developer resource
FHIR
Electronic health records
IHE (Integrating the Healthcare Enterprise)",,
ST767,Health Level Seven (HL7),Standard,HL7_DAM_VR_R5_STU2_2022MAY,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_DAM_VR_R5_STU2_2022MAY.pdf,5,"HL7 Cross-Paradigm Domain Analysis Model: Vital Records, Release 5",,The Vital Records Domain Analysis Model states the foundational requirements for the design and development of health information exchange standards in Health Level Seven (HL7) that relate to vital records information flows.,"The Vital Records Domain Analysis Model states the foundational requirements for the design and development of health information exchange standards in Health Level Seven (HL7) that relate to vital records information flows (for example, reporting of fetal deaths, deaths or live births). The model facilitates consistency in the content and encoding of required vital records data. It also helps to ensure that HL7 standards that relate to vital records are derived from a common authoritative set of workflow and information requirements.
Main sections:
· Vital records reporting data collection forms
· Vital records health information exchange standards
· VR DAM conformance criteria
· Continuous maintenance
· Vital Records Domain Analysis Model – information viewpoint
· Vital Records Domain Analysis Model – behavioural viewpoint",May-22,,Open,Trial,"HL7 (Health Level 7)
Standard
Vital records
Domain Analysis Model
Data exchange",,
ST151,Health Level Seven (HL7),Standard,HL7_DAM_NUT_R3_STU_2022DEC,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_DAM_NUT_R3_STU_2022DEC.zip,3,"HL7 Domain Analysis Model: Nutrition Care, Release 3 Trial Use",Standard for Trial Use,"This standard describes the Nutrition Care Process (NCP), that involves nutrition assessment and reassessment, nutrition diagnosis, nutrition intervention, and nutrition monitoring and evaluation. ","This standard describes the Nutrition Care Process (NCP). The NCP involves nutrition assessment and reassessment, nutrition diagnosis, nutrition intervention, and nutrition monitoring and evaluation. The NCP standardises the process for providing nutrition care while allowing nutrition care to be individualised for patients and clients. The NCP standard is designed to improve the consistency, quality and predictability of nutrition care outcomes.
Main sections:
- Nutrition care introduction
- Nutrition care use cases
- Nutrition care process steps
- Diet and nutrition orders introduction
- Diet order common data elements
- Nutrition order activity states
- Diet order storyboards and use cases
- Activity diagrams
- Information model
- Conformance criteria
- Appendix A: nutrition order terminology - example value sets",,Dec-25,Open,Active,"HL7
Standard
Clinical care
Nutrition
Diet
HL7_DAM_NUT_R3_STU_2022DEC",,
ST762,Health Level Seven (HL7),Standard,HL7_CMHAFF_R1_STU2_2023APR,https://www.hl7.org/documentcenter/public/standards/dstu/HL7_CMHAFF_R1_STU2_2023APR.pdf,1,"HL7 Consumer Mobile Health Application Functional Framework (cMHAFF), Release 1",,"The Consumer Mobile Health Functional Framework provides a standard to assess a mobile health app’s foundational characteristics against. These characteristics include security, privacy, data access, data export, and transparency and disclosure of conditions.","The Consumer Mobile Health Functional Framework provides a standard to assess a mobile health app’s foundational characteristics against. It covers characteristics such as security, privacy, data access, data export, and transparency and disclosure of conditions. The standard is primarily directed at developers and vendors of apps for consumers. It is also directed at organisations that will assess or endorse apps for conformance to essential criteria and prospective purchasers of apps (for example, consumers, and providers on behalf of consumers).
Main sections:
· How to use this guide
· Scope
· Exemplary use cases
· Risk factors
· Summary of major differences in use case scenarios
· Environmental scan
· General considerations
· Product development and support
· Product implementation
· App use",Apr-23,,Open,Trial,"HL7 (Health Level 7)
Standard
Developer resource
Mobile
App",,
ST483,Health Level Seven (HL7),Implementation Guide,,https://www.hl7.org/documentcenter/public/standards/dstu/CDAR2_INTLPATSUMMARY_STU_R1_2018OCT.zip,1,"HL7 CDA R2 Implementation Guide: International Patient Summary, STU Release 1 (Universal Realm)",,"An International Patient Summary (IPS) document is an electronic health record extract containing essential healthcare information intended for use in the unscheduled, cross-border care scenario, comprising at least the required elements of the International Patient Summary (IPS) dataset.","An International Patient Summary (IPS) document is an extract from an electronic health record that contains essential healthcare information intended for use in the unscheduled, cross-border care scenario. It should include at least the required elements of the IPS dataset. The IPS dataset is a minimal and non-exhaustive patient summary dataset, specialty agnostic, condition-independent, but readily usable by clinicians for the cross-border unscheduled care of a patient.
Main sections:
- Technical background
- Functional requirements and high-level use cases
- Design conventions and principles
- Conformance clause
- CDA® Document Level Templates
- CDA® Header Level Templates
- CDA® Section Level Templates
- CDA® Entry Level Templates
- HL7 V2/V3 Datatype Level Template",Oct-18,,Open,Trial,"HL7
Implementation guide
Clinical document architecture 
CDA
Patient care
International Patient Summary 
IPS
Cross-border care",,
ST486,Health Level Seven (HL7),Implementation Guide,,https://www.hl7.org/documentcenter/public/standards/dstu/CDAR2_IG_PHARM_TEMPLATES_R1_STU2_2023APR.zip,1.2,"HL7 CDA R2 Implementation Guide: Pharmacy Templates, Edition 1 STU Release 2",,"This implementation guide provides CDA® R2 templates for Medication Order and Medication Statement, Medication Dispense and Medication Administration that can be used to develop models for pharmacy-related content.","This implementation guide provides CDA R2 templates for Medication Order and Medication Statement, Medication Dispense and Medication Administration. These can be used by HL7 standards developers and external projects to develop models for pharmacy-related content. The guide is intended to provide consistency of pharmacy-related models across all uses, regardless of the method of transport, by creating a library of universal pharmacy templates that can be used by other work groups to derive constrained versions[B29] [TT30] .",,Apr-23,Open,Active,"HL7
Implementation guide
Clinical document architecture 
CDA
Pharmacy
Clinical documents
Pharmacy templates",,
ST7,Health Level Seven (HL7),Implementation Guide,CDAR2_IG_GH_E1_STU1_2023SEP,https://www.hl7.org/documentcenter/public/standards/dstu/CDAR2_IG_GH_E1_STU1_2023SEP.zip,1.1,"HL7 CDA R2 Implementation Guide: Sex and Gender Representation, Edition 1 STU1 - UV Realm",Standard for Trial Use,"This guide is part of a larger Gender Harmony Project (GHP), the templates in this guide detail document markup standards for describing sex and gender in clinical documents.","The templates in this guide detail document markup standards for describing sex and gender in clinical documents.  
This guide is part of a larger Gender Harmony Project (GHP), which provides definitive guidance on how to exchange clinical sex and gender affirming information using HL7 models. The GHP improved upon an initial sex and gender representation logical model and produced aligned approaches to sex and gender representation within each of the HL7 product families, with additions and changes to FHIR R5, HL7 V2.9.1, and the set of templates in this guide. 
Main sections:
- Introduction
  - Gender identity GH
  - Individual pronouns
  - Jurisdiction observation
  - Recorded sex or gender
  - Sex parameter for clinical use
  - Source record field
- Template IDs in this guide
- Value sets in this guide
- Code systems in this guide",Sep-23,,Open,Active,"HL7
Implementation guide
CDA
FHIR
Data exchange
Clinical documents
Sex
Gender
CDAR2_IG_GH_E1_STU1_2023SEP",,
ST758,Health Level Seven (HL7),Standard,ARDEN _E3.0_STU_2023DEC,https://www.hl7.org/documentcenter/public/standards/dstu/ARDEN_E3.0_STU_2023DEC.pdf,3,"HL7 Arden Syntax for Medical Logic Systems, Edition 3.0",,This standard defines a syntax for creating and sharing computerised health knowledge bases.,"This standard defines a syntax for creating and sharing computerised health knowledge bases. The scope of this standard is limited to knowledge bases that can be represented as a set of discrete modules, each referred to as a Medical Logic Module (MLM). Each MLM contains sufficient knowledge to make a single decision. Clinicians, knowledge engineers, administrators and others can use the syntax to implement clinical decision support solutions to help improve quality and safety of care.
The main change in this version of the standard compared with the previous version is the addition of syntax to support Health Level 7’s Fast Healthcare Interoperability Resources (FHIR) standards.
Main sections:
· Terminology
· Significance and use
· MLM format
· Slot descriptions
· Structured slot syntax
· Data types
· Operator descriptions
· Logic slot
· Data slot
· FHIR-enabled data access
· Action slot
· Evoke slot
· Annex A1: Formal representation
· Annex A2: Reserved words
· Annex A3: Special symbols
· Annex A4: Operator precedence and associativity
· Annex A5: Format specification
· Annex A6: Objects in Arden syntax
· Appendix X1: Language and country codes for HL7 international affiliate countries
· Appendix X2: Sample MLMs
· Appendix X3: Summary of changes",Dec-23,,Open,Trial,"HL7 (Health Level 7)
Standard
Clinical document architecture
Clinical decision support
Knowledge base
Arden syntax
FHIR
CDA",,
ST848,Health Level Seven (HL7),Informative Document,V3_DAM_VR_R1_INFORM_2011APR,https://www.hl7.org/documentcenter/private/standards/v3/V3DAM_VR_R1_INFORM_2011APR.zip,1,"HL7 Version 3 Domain Analysis Model: Vital Records, Release 1",,"The Vital records domain analysis model (VR DAM) release 1.0 describes the workflows and stakeholders for transmitting birth and death data to and from US vital records systems. It also includes storyboards, a domain analysis model and supporting reference material.","The Vital records domain analysis model (VR DAM) release 1.0 provides an initial overview of the US vital records domain of public health. It describes the workflows and stakeholders for transmitting birth and death data to and from US vital records systems. It also includes storyboards, a domain analysis model and supporting reference material. The VR DAM is based on the core set of vital records data elements that are on the US Standard Certificates of Live Birth and Death and the US Standard Report of Fetal Death. The supporting reference material includes the standard certificates, edit specifications and data-collection worksheets and guide to completing the worksheets. One of the work products for the VR DAM is a set of vital records storyboards developed to provide a better understanding of the vital records process.
Main sections:
· Project overview
· Vital records storyboards
· Vital records domain analysis model
· US Standard Certificate of Live Birth and supporting reference material
· US Standard Certificate of Death and supporting reference material
· US Standard Report of Fetal Death and supporting reference material 
· Description of class models",Apr-11,,Open,Active,"HL7
V3_DAM_VR_R1_INFORM_2011APR
Supplementary resource
Public health
Data exchange
Domain analysis model
Vital records
Birth and death data
Electronic health records
VR DAM",,
ST837,Health Level Seven (HL7),Informative Document,V3DAM_SECURITY_R1_INFORM_2020MAY,https://www.hl7.org/documentcenter/private/standards/v3/V3DAM_SECURITY_R1_INFORM_2020MAY.pdf,1,"HL7 Version 3 Domain Analysis Model: Composite Security and Privacy, Release 1",,"This document describes the Security and Privacy Domain Analysis Model, which includes security and privacy system requirements for healthcare organisations and their clients.","This document describes the Security and Privacy Domain Analysis Model, which includes security and privacy system requirements for healthcare organisations and their clients. It identifies data and system requirements for implementing and enforcing security and privacy of healthcare information.
Main sections:
· Information analysis
· Security use case analysis
· Privacy use case analysis
· Security and privacy vocabulary analysis
· Examples: policies and consent directives
· Business use cases
· Abbreviations and related terms
· UML notation reference",May-20,,Open,Active,"HL7
Supplementary resource
Domain analysis model
Security requirements
Security
Privacy
Protected information",,
ST775,Health Level Seven (HL7),Informative Document,HL7_V3_DAM_IZ_R1_INFORM_2012MAY,https://www.hl7.org/documentcenter/private/standards/v3/V3DAM_IZ_R1_INFORM_2012MAY.pdf,1,"HL7 Version 3 Domain Analysis Model: Immunization, Release 1",,This domain analysis model (DAM) incorporates the broad range of areas in public health related to immunisation. It provides a reference for mapping between HL7 immunisation artefacts and supports the needs of the clinical community regarding immunisation.,"Immunisation is an important component of preventative health care. Information about immunisation may be found on many different health information systems. Successful interoperable communication between these systems is required to optimise timely and appropriate immunisation. HL7 has developed a number of artefacts which support this interoperability. This domain analysis model (DAM) provides a reference for mapping between these artefacts and supports the needs of the clinical community regarding immunisation. This DAM incorporates the broad range of areas related to immunisation.
Main sections:
· Scope
· Story boards
· PHER immunization DAM use case actors
· Dynamic model
· Activity diagrams",May-12,,Open,Active,"HL7
Supplementary resource
Public health
Immunisation
Domain analysis model
Health information systems
Clinical information
Preventative health care",,
ST847,Health Level Seven (HL7),Informative Document,HL7 V3DAM CDSvMR R1-2012,https://www.hl7.org/documentcenter/private/standards/v3/V3DAM_CDS_VMR_R1_INFORM_2012APR.zip,1,"HL7 Version 3 Domain Analysis Model: Virtual Medical Record for Clinical Decision Support (vMR-CDS), Release 1",,"This virtual medical record (vMR) for clinical decision support (CDS) is a data model that encompasses data about a patient's demographics and clinical history, as well as CDS inferences about the patient (for example, recommended clinical interventions).","This virtual medical record (vMR) for clinical decision support (CDS) is a data model for representing clinical data relevant to CDS. The vMR encompasses data about a patient's demographics and clinical history, as well as CDS inferences about the patient (for example, recommended clinical interventions). This specification consists of a technology-neutral domain analysis model for the vMR that can be used as the foundation of vMRs for specific implementation technologies. Examples are provided for clinical data represented using a vMR structure.
Main sections:
· Executive summary
· vMR DAM specification
· Modelling methodology
· Model artefacts
· Domain analysis model",Apr-12,,Open,Active,"HL7
HL7 V3DAM CDSvMR R1-2012
Supplementary resource
Clinical decision support
Domain analysis model
Virtual medical record
VMR
Electronic health records
Clinical records",,
